Word,category,example_pt,example_libras,video_url,hand_gesture
Apagar,Verbos,Irei apagar todos os contatos do celular.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01589-Apagar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/67.jpg
Aparecer,Verbos,"Na festa surpresa, precisamos aparecer na hora certa.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/aparecer.mp4,
Apertar,Verbos,A costureira irá apertar minha calça.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01590-Apertar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/47.jpg
Aprender,Verbos,Eu aprendi muita coisa na palestra ontem.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01591-Aprender.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/12.jpg
Apresentar,Verbos,Ela me apresentou à sua amiga.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01592-Apresentar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
Arrastar,Verbos,Não consigo arrastar a mesa.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01593-Arrastar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/13.jpg
Arrumar,Verbos,Preciso arrumar a casa hoje.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01594-Arrumar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/17.jpg
Assaltar,Verbos,Dizem que ele já assaltou um banco.,,Not Available,
Assistir,Verbos,Eu nuca assisti novelas.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01595-Assistir.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/54.jpg
Assustar,Verbos,"Você me assustou, achei que tinha ido embora.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01596-Assustar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
Atrasar,Verbos,Tome cuidado para não se atrasar.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01597-Atrasar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/24.jpg
Aumentar,Verbos,Irei aumentar o número de funcionários na minha empresa.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01598-Aumentar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/13.jpg
Avisar,Verbos,"Pessoal, avisa a todos os alunos que amanhã não haverá aula.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01599-Avisar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/64.jpg
Bater,Verbos,"Ontem eu fui assaltado, roubaram o meu celular e me bateram.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01601-Bater.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg
Batizar,Verbos,Irei batizar o meu filho.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01602-Batizar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/68.jpg
Beijar,Verbos,Beijei o rosto da minha mãe e ela ficou feliz.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01604-Beijar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/09.jpg
Brigar,Verbos,Precisamos evitar brigar com as pessoas.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01605-Brigar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/54.jpg
Brincar,Verbos,Eu adorava brincar com carrinhos.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01606-Brincar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/64.jpg
Cair,Verbos,Meu primo caiu na rua.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01607-Cair.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/54.jpg
Cansar/Cansado,Verbos,"Trabalhei o dia todo, estou muito cansado.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01051-cansado.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/14.jpg
Celebrar,Verbos,Vamos celebrar seu novo emprego!,,Not Available,
Chamar,Verbos,Meu pai me chamou para passear.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01609-Chamar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/75.jpg
Chegar,Verbos,Cheguei em casa tarde.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01610-Chegar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
Chorar,Verbos,O pai chorou muito na formatura do filho.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01611-Chorar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/48.jpg
Chutar,Verbos,Chutei o pé da mesa e agora estou com dor.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01612-Chutar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
Comemorar,Verbos,Amanhã vou comemorar o meu aniversário.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01613-Comemorar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/14.jpg
Comer,Verbos,Comi muito no almoço.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01614-Comer.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/75.jpg
Comparar,Verbos,Pense e compare qual a melhor opção: viajar ou comprar uma moto.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01615-Comparar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/76.jpg
Compilar,Verbos,Irei compilar meus livros.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/compilar.mp4,
Comprar,Verbos,Preciso comprar os ingredientes do bolo.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01616-Comprar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/46.jpg
Confirmar,Verbos,Precisamos confirmar presença.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/confirmar.mp4,
Conhecer,Verbos,Eu conheci a sua irmã ontem.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01617-Conhecer.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/04.jpg
Consertar,Verbos,Vou consertar o chuveiro essa semana.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01618-Consertar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/54.jpg
Construir,Verbos,A universidade vai construir outro restaurante universitário.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01619-Construir.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
Contar,Verbos,Vou contar para você sobre como foram minhas férias.,,Not Available,
Continuar,Verbos,Eu vou continuar morando na cidade esse ano.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01621-Continuar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/54.jpg
Conversar,Verbos,"Ontem foi divertido, conversamos a noite toda.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01622-Conversar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
Convidar,Verbos,Minha amiga me convidou para sua festa de aniversário.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01623-Convidar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/06.jpg
Copiar,Verbos,É proibido copiar os trabalhos da internet.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01624-Copiar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/10.jpg
Corrigir,Verbos,Preciso corrigir as provas até amanhã.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01626-Corrigir.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/17.jpg
Cortar,Verbos,Preciso cortar os papéis.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01627-Cortar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/54.jpg
Crer,Verbos,"Eu creio em Deus, mas há pessoas que não.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01628-Crer.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
Crescer,Verbos,Meu cachorro está crescendo muito rápido.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01629-Crescer.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
Cuidar,Verbos,Vou cuidar do meu sobrinho hoje.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01630-Cuidar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/54.jpg
Dar,Verbos,Dei um livro de piadas para o meu primo.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01631-Dar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/08.jpg
Decidir,Verbos,Decidi viajar com vocês.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01632-Decidir.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/49.jpg
Deitar,Verbos,"Estou tão cansada, quero me deitar.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01633-Deitar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/21.jpg
Demitir,Verbos,"Preciso demitir a Laura, porque ela não tem responsabilidade.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01635-Demitir.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/75.jpg
Demorar,Verbos,Demorei a entender a atividade de matemática.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01636-Demorar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/06.jpg
Derreter,Verbos,Coma seu sorvete logo para não derreter.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01637-Derreter.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/07.jpg
Desaparecer,Verbos,Eu irei desaparecer dessa cidade.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/desaparecer.mp4,
Descansar,Verbos,Sempre tiro os fins de semana para descansar.,,Not Available,
Descer,Verbos,"Vamos descer para o outro andar, ele deve estar lá.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01639-Descer.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/32.jpg
Desculpar,Verbos,Preciso me desculpar com meu namorado.,,Not Available,
Desenhar,Verbos,"Nossa, como você desenha bem!",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01640-desenhar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/26.jpg
Desobedecer,Verbos,Os filhos não podem desobedecer os pais.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01641-desobedecer.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/67.jpg
Destruir,Verbos,O vizinho destruiu meu jardim.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01642-destruir.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
Dever,Verbos,Você deve fazer a tarefa de casa.,,Not Available,
Devolver,Verbos,Preciso devolver o livro para a biblioteca.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01644-devolver.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/08.jpg
Diminuir,Verbos,Ele está querendo diminuir minha moral.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/diminuir.mp4,
Disputar,Verbos,Eu e minha irmã vamos disputar xadrez hoje.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01646-disputar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/49.jpg
Distrair,Verbos,Você está muito distraída!,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01648-distrair2.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/54.jpg
Dividir,Verbos,A divisão é difícil para alunos do quinto ano.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01649-dividir.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/49.jpg
Divorciar,Verbos,Eles vão se divorciar.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01650-divorciar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/12.jpg
Dormir,Verbos,Vou dormir na casa da minha amiga hoje.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01651-dormir.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/13.jpg
Duvidar,Verbos,Eu duvido que você consegue comer 15 pedaços de pizza.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01652-duvidar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/49.jpg
Economizar,Verbos,Preciso economizar dinheiro pra viajar.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01653-economizar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/70.jpg
Encantar,Verbos,Estou encantada com as atitudes do novo diretor.,,Not Available,
Encontrar,Verbos,Eu encontrei com sua mãe hoje no centro da cidade.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01654-encontrar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/49.jpg
Engarrafar,Verbos,Precisamos engarrafar todo o leite.,,Not Available,
Ensinar,Verbos,Vou ensinar LIBRAS para as crianças da minha escola.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01655-ensinar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/73.jpg
Entender,Verbos,Entendi as coisas que a professora disse.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01656-entender.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/76.jpg
Enviar,Verbos,Enviei uma mensagem para você.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01657-enviar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg
Escolher,Verbos,Não consigo escolher entre o vestido verde e o rosa.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01658-escolher.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/37.jpg
Esconder,Verbos,Minha irmã escondeu minha boneca.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01659-esconder.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/11.jpg
Escrever,Verbos,Você deve escrever um relatório do evento.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01660-escrever.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/46.jpg
Escurecer,Verbos,Precisamos ir ao clube antes do escurecer.,NOS PRECISAR CLUBE IR ANTES ESCURECER.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/1314-escurecer.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/05.jpg
Escutar,Verbos,Eu escutei barulhos estranhos ontem à noite.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01661-escutar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/12.jpg
Esperar,Verbos,"Espere 5 minutos, já estou indo.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01662-esperar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg
Esquecer,Verbos,Esqueci a atividade em casa.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01663-esquecer.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
Estudar,Verbos,Minha filha estuda pela manhã.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01664-estudar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
Evitar,Verbos,Evite andar perto da linha do trem.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01665-evitar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/64.jpg
Exagerar,Verbos,"Ela exagerou, fez muita comida para poucas pessoas.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01666-exagerar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/75.jpg
Excluir,Verbos,Todos eles querem me excluir da brincadeira.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/excluir.mp4,
Experimentar,Verbos,Minha mãe experimentou minha torta de limão e amou.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01667-experimentar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/09.jpg
Expulsar,Verbos,O aluno bagunceiro foi expulso da sala.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01668-expulsar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/24.jpg
Falar,Verbos,Ele fala 5 línguas diferentes.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01669-falar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/55.jpg
Faltar,Verbos,"Se você não economizar, vai faltar água.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01670-faltar-coisas.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/08.jpg
Fazer,Verbos,"Quando chegar em casa, faça o jantar.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01671-fazer.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/67.jpg
Fechar,Verbos,Não esqueça de fechar a porta do guarda-roupa.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01672-fechar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/03.jpg
Ficar,Verbos,Vou ficar em casa o fim de semana todo.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01674-ficar-permanecer.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/68.jpg
Fritar,Verbos,Eu não sei fritar batatas sem fazer bagunça.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01675-fritar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/14.jpg
Fumar,Verbos,Fumar faz mal à saúde.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01676-fumar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/54.jpg
Ganhar,Verbos,Ganhei o campeonato.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01677-ganhar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/24.jpg
Gostar,Verbos,"Meu primo gosta muito de carros, ele tem vários!",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01678-gostar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
Gritar,Verbos,"Ela está gritando, não consigo entender.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01679-gritar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/32.jpg
Invejar,Verbos,Invejar o amigo é muito ruim.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01681-inveja.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/45.jpg
Ir,Verbos,Meu filho quer ir ao parque hoje.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01682-ir.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/49.jpg
Jantar,Verbos,Eu costumo jantar por volta das 20 horas.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/516-Jantar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/74.jpg
Jogar,Verbos,Eu gosto de jogar sozinho.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01683-jogar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/64.jpg
Jurar,Verbos,Ele jura que está dizendo a verdade.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01684-jurar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
Lavar,Verbos,Preciso lavar roupa esse fim de semana.,,Not Available,
Lembrar,Verbos,Lembro sempre daquele dia que cozinhamos juntos. Foi muito legal!,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01687-lembrar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/54.jpg
Ler,Verbos,Meu sobrinho aprendeu a ler.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01688-ler.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/54.jpg
Ler Lábios,Verbos,Alguns surdos costumam ler lábios.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01689-ler-l%C3%A1bios.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/54.jpg
Levar,Verbos,Levei meu cachorro para passear.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01690-levar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/68.jpg
Limpar,Verbos,Minha roupa está limpa.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01692-limpar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/05.jpg
Livrar,Verbos,Me divorciei. Agora estou livre.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01693-livrar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/17.jpg
Mandar,Verbos,Sua mãe mandou você ligar para ela.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01695-mandar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/49.jpg
Matar (faca),Verbos,Vou matar um frango para o almoço de domingo.,EU FRANGO MATAR PORQUE ALMOÇAR DOMINGO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/467-matar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg
Me Avisar,Verbos,"Se alguém chegar, por favor, me avise.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01696-me-avisar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/64.jpg
Medir,Verbos,Preciso medir o tamanho da estante.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01697-medir.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/46.jpg
Memorizar,Verbos,Tive que memorizar algumas leis para a prova.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01698-memorizar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/57.jpg
Mendigar,Verbos,Não fique mendigando pelas ruas.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01699-mendigar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/14.jpg
Mentir,Verbos,Mentir é algo muito feio.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01700-mentir.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/45.jpg
Mergulhar,Verbos,Adoro mergulhar no mar.,,Not Available,
Misturar,Verbos,Ontem eu misturei a tinta amarela com a azul e virou verde.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01701-misturar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/45.jpg
Morrer,Verbos,Meu vizinho morreu ontem.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01702-morrer.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
Mostrar,Verbos,Ele me mostrou a nova loja.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01704-mostrar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
Mudar,Verbos,"Eu irei mudar de roupa, não gostei dessa.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01705-mudar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/68.jpg
Nadar,Verbos,Nadar é um esporte legal.,NADAR ESPORTE LEGAL.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/12/00980-nadar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg
